date,ticker,quarter,year,period_start,period_end,close,volume,eps,rev,GS,JPM,MS
2022-11-11,AAPL,Q4,2022,2022-10-01,2022-12-31,153.30863376352625,4727751,2.21,78.8,Sell,Buy,Hold
2022-11-14,AAPL,Q4,2022,2022-10-01,2022-12-31,151.14896059382238,2101198,2.21,78.8,Sell,Buy,Hold
2022-11-15,AAPL,Q4,2022,2022-10-01,2022-12-31,149.84651274194096,1876021,2.21,78.8,Sell,Buy,Hold
2022-11-16,AAPL,Q4,2022,2022-10-01,2022-12-31,147.80068484897328,1780488,2.21,78.8,Sell,Buy,Hold
2022-11-17,AAPL,Q4,2022,2022-10-01,2022-12-31,145.98313626400636,4409809,2.21,78.8,Sell,Buy,Hold
2022-11-18,AAPL,Q4,2022,2022-10-01,2022-12-31,146.16434933186716,1164371,2.21,78.8,Sell,Buy,Hold
2022-11-21,AAPL,Q4,2022,2022-10-01,2022-12-31,143.84369571517016,4262691,2.21,78.8,Sell,Buy,Hold
2022-11-22,AAPL,Q4,2022,2022-10-01,2022-12-31,144.93218616726352,3702394,2.21,78.8,Sell,Buy,Hold
2022-11-23,AAPL,Q4,2022,2022-10-01,2022-12-31,144.5749117521193,4228395,2.21,78.8,Sell,Buy,Hold
2022-11-24,AAPL,Q4,2022,2022-10-01,2022-12-31,144.67439663623807,4972761,2.21,78.8,Sell,Buy,Hold
2022-11-25,AAPL,Q4,2022,2022-10-01,2022-12-31,145.14183610578957,4467201,2.21,78.8,Sell,Buy,Hold
2022-11-28,AAPL,Q4,2022,2022-10-01,2022-12-31,144.51304483485907,4965861,2.21,78.8,Sell,Buy,Hold
2022-11-29,AAPL,Q4,2022,2022-10-01,2022-12-31,146.0128419364689,4991429,2.21,78.8,Sell,Buy,Hold
2022-11-30,AAPL,Q4,2022,2022-10-01,2022-12-31,145.7293521581859,2449986,2.21,78.8,Sell,Buy,Hold
2022-12-01,AAPL,Q4,2022,2022-10-01,2022-12-31,146.59766352859913,3104212,2.21,78.8,Sell,Buy,Hold
2022-12-02,AAPL,Q4,2022,2022-10-01,2022-12-31,146.30605983355397,2101270,2.21,78.8,Sell,Buy,Hold
2022-12-05,AAPL,Q4,2022,2022-10-01,2022-12-31,146.73224622189406,1261721,2.21,78.8,Sell,Buy,Hold
2022-12-06,AAPL,Q4,2022,2022-10-01,2022-12-31,147.143175880261,3175792,2.21,78.8,Sell,Buy,Hold
2022-12-07,AAPL,Q4,2022,2022-10-01,2022-12-31,147.51144968305962,1018937,2.21,78.8,Sell,Buy,Hold
2022-12-08,AAPL,Q4,2022,2022-10-01,2022-12-31,146.08121281878533,1604949,2.21,78.8,Sell,Buy,Hold
2022-12-09,AAPL,Q4,2022,2022-10-01,2022-12-31,146.71933513076192,4561555,2.21,78.8,Sell,Buy,Hold
2022-12-12,AAPL,Q4,2022,2022-10-01,2022-12-31,146.25210907818138,2923500,2.21,78.8,Sell,Buy,Hold
2022-12-13,AAPL,Q4,2022,2022-10-01,2022-12-31,147.17712411056095,4120413,2.21,78.8,Sell,Buy,Hold
2022-12-14,AAPL,Q4,2022,2022-10-01,2022-12-31,144.04299809927574,2869819,2.21,78.8,Sell,Buy,Hold
2022-12-15,AAPL,Q4,2022,2022-10-01,2022-12-31,141.94798542818742,1224671,2.21,78.8,Sell,Buy,Hold
2022-12-16,AAPL,Q4,2022,2022-10-01,2022-12-31,142.4648277330508,3711919,2.21,78.8,Sell,Buy,Hold
2022-12-19,AAPL,Q4,2022,2022-10-01,2022-12-31,145.143719741742,2215233,2.21,78.8,Sell,Buy,Hold
2022-12-20,AAPL,Q4,2022,2022-10-01,2022-12-31,146.3608297881934,2641391,2.21,78.8,Sell,Buy,Hold
2022-12-21,AAPL,Q4,2022,2022-10-01,2022-12-31,145.3653894972442,1164199,2.21,78.8,Sell,Buy,Hold
2022-12-22,AAPL,Q4,2022,2022-10-01,2022-12-31,142.92642339577708,2357669,2.21,78.8,Sell,Buy,Hold
2022-12-23,AAPL,Q4,2022,2022-10-01,2022-12-31,143.99186981325988,1032029,2.21,78.8,Sell,Buy,Hold
2022-12-26,AAPL,Q4,2022,2022-10-01,2022-12-31,143.8758832642101,1304799,2.21,78.8,Sell,Buy,Hold
2022-12-27,AAPL,Q4,2022,2022-10-01,2022-12-31,144.72827926618953,1545562,2.21,78.8,Sell,Buy,Hold
2022-12-28,AAPL,Q4,2022,2022-10-01,2022-12-31,144.89524535925025,3079243,2.21,78.8,Sell,Buy,Hold
2022-12-29,AAPL,Q4,2022,2022-10-01,2022-12-31,144.93820291495874,4532717,2.21,78.8,Sell,Buy,Hold
2022-12-30,AAPL,Q4,2022,2022-10-01,2022-12-31,149.2904472999667,4414486,2.21,78.8,Sell,Buy,Hold
2023-01-02,AAPL,Q1,2023,2023-01-01,2023-03-31,149.28129613418676,3164558,1.69,148.6,Sell,Buy,Hold
2023-01-03,AAPL,Q1,2023,2023-01-01,2023-03-31,149.0437620028411,2928379,1.69,148.6,Sell,Buy,Hold
2023-01-04,AAPL,Q1,2023,2023-01-01,2023-03-31,148.86286020177243,2754722,1.69,148.6,Sell,Buy,Hold
2023-01-05,AAPL,Q1,2023,2023-01-01,2023-03-31,147.99672033480425,1603624,1.69,148.6,Sell,Buy,Hold
2023-01-06,AAPL,Q1,2023,2023-01-01,2023-03-31,149.4693630750159,2358129,1.69,148.6,Sell,Buy,Hold
2023-01-09,AAPL,Q1,2023,2023-01-01,2023-03-31,148.94154286932653,2543402,1.69,148.6,Sell,Buy,Hold
2023-01-10,AAPL,Q1,2023,2023-01-01,2023-03-31,149.8917439116288,2475522,1.69,148.6,Sell,Buy,Hold
2023-01-11,AAPL,Q1,2023,2023-01-01,2023-03-31,150.31894798575215,4237710,1.69,148.6,Sell,Buy,Hold
2023-01-12,AAPL,Q1,2023,2023-01-01,2023-03-31,152.16252837346102,3044484,1.69,148.6,Sell,Buy,Hold
2023-01-13,AAPL,Q1,2023,2023-01-01,2023-03-31,152.8032293767589,2780315,1.69,148.6,Sell,Buy,Hold
2023-01-16,AAPL,Q1,2023,2023-01-01,2023-03-31,150.9603415177932,1005543,1.69,148.6,Sell,Buy,Hold
2023-01-17,AAPL,Q1,2023,2023-01-01,2023-03-31,148.97109375996254,1630409,1.69,148.6,Sell,Buy,Hold
2023-01-18,AAPL,Q1,2023,2023-01-01,2023-03-31,151.0840005199609,1640685,1.69,148.6,Sell,Buy,Hold
2023-01-19,AAPL,Q1,2023,2023-01-01,2023-03-31,150.1671292650408,1151509,1.69,148.6,Sell,Buy,Hold
2023-01-20,AAPL,Q1,2023,2023-01-01,2023-03-31,148.19705533704203,2166722,1.69,148.6,Sell,Buy,Hold
2023-01-23,AAPL,Q1,2023,2023-01-01,2023-03-31,147.20801538341053,2583281,1.69,148.6,Sell,Buy,Hold
2023-01-24,AAPL,Q1,2023,2023-01-01,2023-03-31,149.08146626922047,2097510,1.69,148.6,Sell,Buy,Hold
2023-01-25,AAPL,Q1,2023,2023-01-01,2023-03-31,146.9791558852197,4273445,1.69,148.6,Sell,Buy,Hold
2023-01-26,AAPL,Q1,2023,2023-01-01,2023-03-31,145.7110903464855,4264611,1.69,148.6,Sell,Buy,Hold
2023-01-27,AAPL,Q1,2023,2023-01-01,2023-03-31,144.74271005924697,4914667,1.69,148.6,Sell,Buy,Hold
2023-01-30,AAPL,Q1,2023,2023-01-01,2023-03-31,142.94298638703893,3967361,1.69,148.6,Sell,Buy,Hold
2023-01-31,AAPL,Q1,2023,2023-01-01,2023-03-31,141.26005887707603,2831093,1.69,148.6,Sell,Buy,Hold
2023-02-01,AAPL,Q1,2023,2023-01-01,2023-03-31,139.13177436035957,3598840,1.69,148.6,Sell,Buy,Hold
2023-02-02,AAPL,Q1,2023,2023-01-01,2023-03-31,138.49159348084194,1239320,1.69,148.6,Sell,Buy,Hold
2023-02-03,AAPL,Q1,2023,2023-01-01,2023-03-31,138.0009457753981,4513509,1.69,148.6,Sell,Buy,Hold
2023-02-06,AAPL,Q1,2023,2023-01-01,2023-03-31,137.06224381103172,2483773,1.69,148.6,Sell,Buy,Hold
2023-02-07,AAPL,Q1,2023,2023-01-01,2023-03-31,134.81428688379293,3022094,1.69,148.6,Sell,Buy,Hold
2023-02-08,AAPL,Q1,2023,2023-01-01,2023-03-31,136.51459583675413,3547348,1.69,148.6,Sell,Buy,Hold
2023-02-09,AAPL,Q1,2023,2023-01-01,2023-03-31,134.71221331874324,1720979,1.69,148.6,Sell,Buy,Hold
2023-02-10,AAPL,Q1,2023,2023-01-01,2023-03-31,135.0872798500674,3046348,1.69,148.6,Sell,Buy,Hold
2023-02-13,AAPL,Q1,2023,2023-01-01,2023-03-31,133.64318114084136,3160202,1.69,148.6,Sell,Buy,Hold
2023-02-14,AAPL,Q1,2023,2023-01-01,2023-03-31,134.53933229077117,1839747,1.69,148.6,Sell,Buy,Hold
2023-02-15,AAPL,Q1,2023,2023-01-01,2023-03-31,135.8314682483965,4117748,1.69,148.6,Sell,Buy,Hold
2023-02-16,AAPL,Q1,2023,2023-01-01,2023-03-31,134.64460846718717,3026913,1.69,148.6,Sell,Buy,Hold
2023-02-17,AAPL,Q1,2023,2023-01-01,2023-03-31,132.0791838084519,2547725,1.69,148.6,Sell,Buy,Hold
2023-02-20,AAPL,Q1,2023,2023-01-01,2023-03-31,133.00137855723614,1839481,1.69,148.6,Sell,Buy,Hold
2023-02-21,AAPL,Q1,2023,2023-01-01,2023-03-31,135.51976525563452,1192677,1.69,148.6,Sell,Buy,Hold
2023-02-22,AAPL,Q1,2023,2023-01-01,2023-03-31,136.0842860484144,2375353,1.69,148.6,Sell,Buy,Hold
2023-02-23,AAPL,Q1,2023,2023-01-01,2023-03-31,136.3029372473633,4113867,1.69,148.6,Sell,Buy,Hold
2023-02-24,AAPL,Q1,2023,2023-01-01,2023-03-31,137.42488740640695,4809485,1.69,148.6,Sell,Buy,Hold
2023-02-27,AAPL,Q1,2023,2023-01-01,2023-03-31,138.48029524369255,2902647,1.69,148.6,Sell,Buy,Hold
2023-02-28,AAPL,Q1,2023,2023-01-01,2023-03-31,137.33705427631105,2150719,1.69,148.6,Sell,Buy,Hold
2023-03-01,AAPL,Q1,2023,2023-01-01,2023-03-31,136.4347722517356,1019853,1.69,148.6,Sell,Buy,Hold
2023-03-02,AAPL,Q1,2023,2023-01-01,2023-03-31,137.27111020161095,3443608,1.69,148.6,Sell,Buy,Hold
2023-03-03,AAPL,Q1,2023,2023-01-01,2023-03-31,137.07356376144926,2638674,1.69,148.6,Sell,Buy,Hold
2023-03-06,AAPL,Q1,2023,2023-01-01,2023-03-31,138.8902147947532,4356795,1.69,148.6,Sell,Buy,Hold
2023-03-07,AAPL,Q1,2023,2023-01-01,2023-03-31,137.91538955629306,2271416,1.69,148.6,Sell,Buy,Hold
2023-03-08,AAPL,Q1,2023,2023-01-01,2023-03-31,138.95449106797787,3069585,1.69,148.6,Sell,Buy,Hold
2023-03-09,AAPL,Q1,2023,2023-01-01,2023-03-31,139.4314185319155,3145014,1.69,148.6,Sell,Buy,Hold
2023-03-10,AAPL,Q1,2023,2023-01-01,2023-03-31,139.2552362470434,3948602,1.69,148.6,Sell,Buy,Hold
2023-03-13,AAPL,Q1,2023,2023-01-01,2023-03-31,140.90241929131,4072240,1.69,148.6,Sell,Buy,Hold
2023-03-14,AAPL,Q1,2023,2023-01-01,2023-03-31,141.86392228232828,1669003,1.69,148.6,Sell,Buy,Hold
2023-03-15,AAPL,Q1,2023,2023-01-01,2023-03-31,140.44537636010156,4934079,1.69,148.6,Sell,Buy,Hold
2023-03-16,AAPL,Q1,2023,2023-01-01,2023-03-31,141.34741833488647,2331778,1.69,148.6,Sell,Buy,Hold
2023-03-17,AAPL,Q1,2023,2023-01-01,2023-03-31,143.3043551120962,4260132,1.69,148.6,Sell,Buy,Hold
2023-03-20,AAPL,Q1,2023,2023-01-01,2023-03-31,143.11754406080576,3441141,1.69,148.6,Sell,Buy,Hold
2023-03-21,AAPL,Q1,2023,2023-01-01,2023-03-31,142.76211599404573,1920392,1.69,148.6,Sell,Buy,Hold
2023-03-22,AAPL,Q1,2023,2023-01-01,2023-03-31,141.80930734488928,3749020,1.69,148.6,Sell,Buy,Hold
2023-03-23,AAPL,Q1,2023,2023-01-01,2023-03-31,141.79001708098355,4325979,1.69,148.6,Sell,Buy,Hold
2023-03-24,AAPL,Q1,2023,2023-01-01,2023-03-31,142.76632704280863,1118485,1.69,148.6,Sell,Buy,Hold
2023-03-27,AAPL,Q1,2023,2023-01-01,2023-03-31,141.6037316086726,3968448,1.69,148.6,Sell,Buy,Hold
2023-03-28,AAPL,Q1,2023,2023-01-01,2023-03-31,139.71001576085428,1123787,1.69,148.6,Sell,Buy,Hold
2023-03-29,AAPL,Q1,2023,2023-01-01,2023-03-31,139.1860405357127,1963651,1.69,148.6,Sell,Buy,Hold
2023-03-30,AAPL,Q1,2023,2023-01-01,2023-03-31,137.27884326129112,2727959,1.69,148.6,Sell,Buy,Hold
2023-03-31,AAPL,Q1,2023,2023-01-01,2023-03-31,137.9989938225966,2572286,1.69,148.6,Sell,Buy,Hold
2023-04-03,AAPL,Q2,2023,2023-04-01,2023-06-30,137.41142068196882,1335292,2.29,75.3,Sell,Buy,Hold
2023-04-04,AAPL,Q2,2023,2023-04-01,2023-06-30,135.02034595285247,3839938,2.29,75.3,Sell,Buy,Hold
2023-04-05,AAPL,Q2,2023,2023-04-01,2023-06-30,134.55047436012725,2462266,2.29,75.3,Sell,Buy,Hold
2023-04-06,AAPL,Q2,2023,2023-04-01,2023-06-30,134.2915594175915,3038661,2.29,75.3,Sell,Buy,Hold
2023-04-07,AAPL,Q2,2023,2023-04-01,2023-06-30,134.89606715023717,1085632,2.29,75.3,Sell,Buy,Hold
2023-04-10,AAPL,Q2,2023,2023-04-01,2023-06-30,134.70011989988876,1399056,2.29,75.3,Sell,Buy,Hold
2023-04-11,AAPL,Q2,2023,2023-04-01,2023-06-30,137.24096344457533,1093826,2.29,75.3,Sell,Buy,Hold
2023-04-12,AAPL,Q2,2023,2023-04-01,2023-06-30,136.5309323525797,3002946,2.29,75.3,Sell,Buy,Hold
2023-04-13,AAPL,Q2,2023,2023-04-01,2023-06-30,136.44576560659584,1928631,2.29,75.3,Sell,Buy,Hold
2023-04-14,AAPL,Q2,2023,2023-04-01,2023-06-30,136.30542065838495,2735304,2.29,75.3,Sell,Buy,Hold
2023-04-17,AAPL,Q2,2023,2023-04-01,2023-06-30,135.9207267333057,2173649,2.29,75.3,Sell,Buy,Hold
2023-04-18,AAPL,Q2,2023,2023-04-01,2023-06-30,136.1144505468994,3595424,2.29,75.3,Sell,Buy,Hold
2023-04-19,AAPL,Q2,2023,2023-04-01,2023-06-30,136.85314176408235,3136042,2.29,75.3,Sell,Buy,Hold
2023-04-20,AAPL,Q2,2023,2023-04-01,2023-06-30,138.69945250481112,1619801,2.29,75.3,Sell,Buy,Hold
2023-04-21,AAPL,Q2,2023,2023-04-01,2023-06-30,136.53989168493396,2454583,2.29,75.3,Sell,Buy,Hold
2023-04-24,AAPL,Q2,2023,2023-04-01,2023-06-30,135.8448451465954,4476117,2.29,75.3,Sell,Buy,Hold
2023-04-25,AAPL,Q2,2023,2023-04-01,2023-06-30,135.2379305563197,2265147,2.29,75.3,Sell,Buy,Hold
2023-04-26,AAPL,Q2,2023,2023-04-01,2023-06-30,136.51222604200763,2808120,2.29,75.3,Sell,Buy,Hold
2023-04-27,AAPL,Q2,2023,2023-04-01,2023-06-30,136.02620460255577,4120576,2.29,75.3,Sell,Buy,Hold
2023-04-28,AAPL,Q2,2023,2023-04-01,2023-06-30,133.47254378355908,1821074,2.29,75.3,Sell,Buy,Hold
2023-05-01,AAPL,Q2,2023,2023-04-01,2023-06-30,133.58969124484685,2782085,2.29,75.3,Sell,Buy,Hold
2023-05-02,AAPL,Q2,2023,2023-04-01,2023-06-30,133.54469348457397,1054681,2.29,75.3,Sell,Buy,Hold
2023-05-03,AAPL,Q2,2023,2023-04-01,2023-06-30,133.78495803707204,1261076,2.29,75.3,Sell,Buy,Hold
2023-05-04,AAPL,Q2,2023,2023-04-01,2023-06-30,132.40058889189518,1260925,2.29,75.3,Sell,Buy,Hold
2023-05-05,AAPL,Q2,2023,2023-04-01,2023-06-30,134.69627623111498,4529540,2.29,75.3,Sell,Buy,Hold
2023-05-08,AAPL,Q2,2023,2023-04-01,2023-06-30,134.26075478222174,2364689,2.29,75.3,Sell,Buy,Hold
2023-05-09,AAPL,Q2,2023,2023-04-01,2023-06-30,134.0081838649539,3919551,2.29,75.3,Sell,Buy,Hold
2023-05-10,AAPL,Q2,2023,2023-04-01,2023-06-30,132.80750991483956,2117164,2.29,75.3,Sell,Buy,Hold
2023-05-11,AAPL,Q2,2023,2023-04-01,2023-06-30,131.57680715929587,3298771,2.29,75.3,Sell,Buy,Hold
2023-05-12,AAPL,Q2,2023,2023-04-01,2023-06-30,129.97776487072778,2956143,2.29,75.3,Sell,Buy,Hold
2023-05-15,AAPL,Q2,2023,2023-04-01,2023-06-30,129.46755223514106,4104254,2.29,75.3,Sell,Buy,Hold
2023-05-16,AAPL,Q2,2023,2023-04-01,2023-06-30,128.23371141387162,3879477,2.29,75.3,Sell,Buy,Hold
2023-05-17,AAPL,Q2,2023,2023-04-01,2023-06-30,130.8980980318105,2165723,2.29,75.3,Sell,Buy,Hold
2023-05-18,AAPL,Q2,2023,2023-04-01,2023-06-30,128.4492929512125,3849464,2.29,75.3,Sell,Buy,Hold
2023-05-19,AAPL,Q2,2023,2023-04-01,2023-06-30,127.0081063046304,1246436,2.29,75.3,Sell,Buy,Hold
2023-05-22,AAPL,Q2,2023,2023-04-01,2023-06-30,126.49929933612128,1735026,2.29,75.3,Sell,Buy,Hold
2023-05-23,AAPL,Q2,2023,2023-04-01,2023-06-30,127.35413647959288,4930696,2.29,75.3,Sell,Buy,Hold
2023-05-24,AAPL,Q2,2023,2023-04-01,2023-06-30,126.82828859228252,2881817,2.29,75.3,Sell,Buy,Hold
2023-05-25,AAPL,Q2,2023,2023-04-01,2023-06-30,127.68850549535772,4119123,2.29,75.3,Sell,Buy,Hold
2023-05-26,AAPL,Q2,2023,2023-04-01,2023-06-30,126.43466699518936,4687658,2.29,75.3,Sell,Buy,Hold
2023-05-29,AAPL,Q2,2023,2023-04-01,2023-06-30,126.50965377094484,3741894,2.29,75.3,Sell,Buy,Hold
2023-05-30,AAPL,Q2,2023,2023-04-01,2023-06-30,128.73538654266648,1255154,2.29,75.3,Sell,Buy,Hold
2023-05-31,AAPL,Q2,2023,2023-04-01,2023-06-30,127.49556587767272,2542201,2.29,75.3,Sell,Buy,Hold
2023-06-01,AAPL,Q2,2023,2023-04-01,2023-06-30,128.03161982846913,2302536,2.29,75.3,Sell,Buy,Hold
2023-06-02,AAPL,Q2,2023,2023-04-01,2023-06-30,128.29682678173057,3689056,2.29,75.3,Sell,Buy,Hold
2023-06-05,AAPL,Q2,2023,2023-04-01,2023-06-30,125.44045560562148,2660629,2.29,75.3,Sell,Buy,Hold
2023-06-06,AAPL,Q2,2023,2023-04-01,2023-06-30,124.70381968246318,1664000,2.29,75.3,Sell,Buy,Hold
2023-06-07,AAPL,Q2,2023,2023-04-01,2023-06-30,126.12241743673268,3231431,2.29,75.3,Sell,Buy,Hold
2023-06-08,AAPL,Q2,2023,2023-04-01,2023-06-30,126.29289577585271,2692721,2.29,75.3,Sell,Buy,Hold
2023-06-09,AAPL,Q2,2023,2023-04-01,2023-06-30,124.77112878893158,3968438,2.29,75.3,Sell,Buy,Hold
2023-06-12,AAPL,Q2,2023,2023-04-01,2023-06-30,125.6360031283324,2994465,2.29,75.3,Sell,Buy,Hold
2023-06-13,AAPL,Q2,2023,2023-04-01,2023-06-30,125.03549195195772,1830255,2.29,75.3,Sell,Buy,Hold
2023-06-14,AAPL,Q2,2023,2023-04-01,2023-06-30,125.48649458299852,3197566,2.29,75.3,Sell,Buy,Hold
2023-06-15,AAPL,Q2,2023,2023-04-01,2023-06-30,125.96037092859147,2313766,2.29,75.3,Sell,Buy,Hold
2023-06-16,AAPL,Q2,2023,2023-04-01,2023-06-30,124.55911033385809,3358908,2.29,75.3,Sell,Buy,Hold
2023-06-19,AAPL,Q2,2023,2023-04-01,2023-06-30,125.5468085311085,3908248,2.29,75.3,Sell,Buy,Hold
2023-06-20,AAPL,Q2,2023,2023-04-01,2023-06-30,124.2882640048694,4902816,2.29,75.3,Sell,Buy,Hold
2023-06-21,AAPL,Q2,2023,2023-04-01,2023-06-30,122.67587550088938,4817928,2.29,75.3,Sell,Buy,Hold
2023-06-22,AAPL,Q2,2023,2023-04-01,2023-06-30,121.59762387310964,2896311,2.29,75.3,Sell,Buy,Hold
2023-06-23,AAPL,Q2,2023,2023-04-01,2023-06-30,121.17751401398088,2555947,2.29,75.3,Sell,Buy,Hold
2023-06-26,AAPL,Q2,2023,2023-04-01,2023-06-30,121.31015858465256,4617259,2.29,75.3,Sell,Buy,Hold
2023-06-27,AAPL,Q2,2023,2023-04-01,2023-06-30,120.37654714259722,2213680,2.29,75.3,Sell,Buy,Hold
2023-06-28,AAPL,Q2,2023,2023-04-01,2023-06-30,121.27648219799102,4448016,2.29,75.3,Sell,Buy,Hold
2023-06-29,AAPL,Q2,2023,2023-04-01,2023-06-30,121.58183287727891,3031992,2.29,75.3,Sell,Buy,Hold
2023-06-30,AAPL,Q2,2023,2023-04-01,2023-06-30,120.74001233613514,2720138,2.29,75.3,Sell,Buy,Hold
2023-07-03,AAPL,Q3,2023,2023-07-01,2023-09-30,121.81816775655254,1974930,1.9,82.7,Sell,Buy,Hold
2023-07-04,AAPL,Q3,2023,2023-07-01,2023-09-30,123.24080285739528,1982613,1.9,82.7,Sell,Buy,Hold
2023-07-05,AAPL,Q3,2023,2023-07-01,2023-09-30,123.11924303508616,3494728,1.9,82.7,Sell,Buy,Hold
2023-07-06,AAPL,Q3,2023,2023-07-01,2023-09-30,122.85484184816758,4602825,1.9,82.7,Sell,Buy,Hold
2023-07-07,AAPL,Q3,2023,2023-07-01,2023-09-30,120.69489078516295,4716312,1.9,82.7,Sell,Buy,Hold
2023-07-10,AAPL,Q3,2023,2023-07-01,2023-09-30,120.20404471588668,1485012,1.9,82.7,Sell,Buy,Hold
2023-07-11,AAPL,Q3,2023,2023-07-01,2023-09-30,119.85415208478908,2490634,1.9,82.7,Sell,Buy,Hold
2023-07-12,AAPL,Q3,2023,2023-07-01,2023-09-30,120.14861061530212,4010067,1.9,82.7,Sell,Buy,Hold
2023-07-13,AAPL,Q3,2023,2023-07-01,2023-09-30,119.94641891771704,1026507,1.9,82.7,Sell,Buy,Hold
2023-07-14,AAPL,Q3,2023,2023-07-01,2023-09-30,120.23947791723442,4263718,1.9,82.7,Sell,Buy,Hold
2023-07-17,AAPL,Q3,2023,2023-07-01,2023-09-30,122.09828147974292,1953265,1.9,82.7,Sell,Buy,Hold
2023-07-18,AAPL,Q3,2023,2023-07-01,2023-09-30,121.45297676239102,1373198,1.9,82.7,Sell,Buy,Hold
2023-07-19,AAPL,Q3,2023,2023-07-01,2023-09-30,120.8581377523702,4581445,1.9,82.7,Sell,Buy,Hold
2023-07-20,AAPL,Q3,2023,2023-07-01,2023-09-30,119.2862169057268,1998800,1.9,82.7,Sell,Buy,Hold
2023-07-21,AAPL,Q3,2023,2023-07-01,2023-09-30,119.27588660991675,3486072,1.9,82.7,Sell,Buy,Hold
2023-07-24,AAPL,Q3,2023,2023-07-01,2023-09-30,120.44669796440188,1463172,1.9,82.7,Sell,Buy,Hold
2023-07-25,AAPL,Q3,2023,2023-07-01,2023-09-30,118.35595020445848,4407950,1.9,82.7,Sell,Buy,Hold
2023-07-26,AAPL,Q3,2023,2023-07-01,2023-09-30,117.57048679760835,2597663,1.9,82.7,Sell,Buy,Hold
2023-07-27,AAPL,Q3,2023,2023-07-01,2023-09-30,117.61274981567531,2105659,1.9,82.7,Sell,Buy,Hold
2023-07-28,AAPL,Q3,2023,2023-07-01,2023-09-30,118.61684105059916,4981167,1.9,82.7,Sell,Buy,Hold
2023-07-31,AAPL,Q3,2023,2023-07-01,2023-09-30,119.0718601439587,3023090,1.9,82.7,Sell,Buy,Hold
2023-08-01,AAPL,Q3,2023,2023-07-01,2023-09-30,119.46002706856208,2854018,1.9,82.7,Sell,Buy,Hold
2023-08-02,AAPL,Q3,2023,2023-07-01,2023-09-30,119.19236326801894,2577602,1.9,82.7,Sell,Buy,Hold
2023-08-03,AAPL,Q3,2023,2023-07-01,2023-09-30,119.76810664843168,1505550,1.9,82.7,Sell,Buy,Hold
2023-08-04,AAPL,Q3,2023,2023-07-01,2023-09-30,120.9891010340369,4670191,1.9,82.7,Sell,Buy,Hold
2023-08-07,AAPL,Q3,2023,2023-07-01,2023-09-30,118.9389753835346,4536991,1.9,82.7,Sell,Buy,Hold
2023-08-08,AAPL,Q3,2023,2023-07-01,2023-09-30,119.808652029108,2957509,1.9,82.7,Sell,Buy,Hold
2023-08-09,AAPL,Q3,2023,2023-07-01,2023-09-30,119.69038764540282,4232772,1.9,82.7,Sell,Buy,Hold
2023-08-10,AAPL,Q3,2023,2023-07-01,2023-09-30,119.05771993446147,1788334,1.9,82.7,Sell,Buy,Hold
2023-08-11,AAPL,Q3,2023,2023-07-01,2023-09-30,116.18429253061709,4452431,1.9,82.7,Sell,Buy,Hold
2023-08-14,AAPL,Q3,2023,2023-07-01,2023-09-30,114.59155905904242,3536685,1.9,82.7,Sell,Buy,Hold
2023-08-15,AAPL,Q3,2023,2023-07-01,2023-09-30,116.55400593061422,4695668,1.9,82.7,Sell,Buy,Hold
2023-08-16,AAPL,Q3,2023,2023-07-01,2023-09-30,115.75423161019108,4827472,1.9,82.7,Sell,Buy,Hold
2023-08-17,AAPL,Q3,2023,2023-07-01,2023-09-30,114.50535182972956,3323238,1.9,82.7,Sell,Buy,Hold
2023-08-18,AAPL,Q3,2023,2023-07-01,2023-09-30,113.98391058464136,3885508,1.9,82.7,Sell,Buy,Hold
2023-08-21,AAPL,Q3,2023,2023-07-01,2023-09-30,113.13771924254736,2700439,1.9,82.7,Sell,Buy,Hold
2023-08-22,AAPL,Q3,2023,2023-07-01,2023-09-30,113.27850328358416,4080026,1.9,82.7,Sell,Buy,Hold
2023-08-23,AAPL,Q3,2023,2023-07-01,2023-09-30,115.0100083953988,4191064,1.9,82.7,Sell,Buy,Hold
2023-08-24,AAPL,Q3,2023,2023-07-01,2023-09-30,114.33731632959982,4765780,1.9,82.7,Sell,Buy,Hold
2023-08-25,AAPL,Q3,2023,2023-07-01,2023-09-30,114.51386359517387,4159661,1.9,82.7,Sell,Buy,Hold
2023-08-28,AAPL,Q3,2023,2023-07-01,2023-09-30,113.20762517302292,4743879,1.9,82.7,Sell,Buy,Hold
2023-08-29,AAPL,Q3,2023,2023-07-01,2023-09-30,114.94171664501458,1532141,1.9,82.7,Sell,Buy,Hold
2023-08-30,AAPL,Q3,2023,2023-07-01,2023-09-30,115.15921193845242,1965665,1.9,82.7,Sell,Buy,Hold
2023-08-31,AAPL,Q3,2023,2023-07-01,2023-09-30,113.9201120558496,2429794,1.9,82.7,Sell,Buy,Hold
2023-09-01,AAPL,Q3,2023,2023-07-01,2023-09-30,114.95497080889992,4252505,1.9,82.7,Sell,Buy,Hold
2023-09-04,AAPL,Q3,2023,2023-07-01,2023-09-30,116.3427260531199,4051363,1.9,82.7,Sell,Buy,Hold
2023-09-05,AAPL,Q3,2023,2023-07-01,2023-09-30,116.53072051136353,1762658,1.9,82.7,Sell,Buy,Hold
2023-09-06,AAPL,Q3,2023,2023-07-01,2023-09-30,114.63589371751402,3770422,1.9,82.7,Sell,Buy,Hold
